1024	367.48
2048	55.83
4096	158.72
8192	98.36
16384	144.58
32768	190.89
65536	161.22
131072	260.83
262144	1352.9
524288	682.42
1048576	1245.43
2097152	1271.7
4194304	3112.11
8388608	3732.99
