1	7030.86
2	612.07
3	1399.62
4	1002.1
5	947.51
6	1147.04
7	1044.17
8	1873.35
9	1467.51
10	1779.58
11	4022.5
12	1055.38
13	1226.29
14	1360.4
15	1960.44
16	2478.77
17	2685.03
18	2907.92
19	3164.52
20	2842.09
21	1291.64
22	1447.1
23	1572.48
24	2080.0
25	1776.7
26	1647.91
27	1810.39
28	1925.42
29	2214.23
30	2390.06
31	2888.35
32	3207.48
33	3395.0
34	3396.19
35	3750.48
36	3565.86
37	3982.87
38	3994.55
39	3775.01
40	4159.98
41	4198.31
42	4547.1
43	4589.25
44	4986.29
45	4875.86
46	5015.76
47	5453.7
48	5655.5
49	5540.83
50	5864.54
51	6011.22
52	4325.38
53	4070.89
54	4248.38
55	4345.06
56	4851.25
57	5300.39
58	5377.93
59	5597.0
60	6240.4
61	6387.93
62	6944.18
63	7307.52
64	7785.7
65	7870.82
66	7587.94
67	8988.74
68	8275.43
69	8247.16
70	9188.36
71	9572.04
72	9048.24
73	10403.76
74	11230.43
75	12822.09
76	10377.07
77	10298.35
78	9765.07
79	9697.92
80	9715.48
81	10537.03
82	10804.2
83	10393.72
84	10832.13
85	11421.29
86	11363.79
87	12632.97
88	12461.2
89	12418.8
90	11998.34
91	11896.25
92	12356.64
93	13045.0
94	13107.49
95	12951.62
96	14462.05
97	13041.76
98	13337.93
99	14587.91
100	15680.42
101	14634.16
102	14710.86
103	14312.07
104	15124.23
105	16282.9
106	15098.36
107	15368.79
108	15492.99
109	14606.21
110	16753.32
111	17412.09
112	17447.08
113	22341.21
114	21542.97
115	23876.67
116	25224.96
117	25377.97
118	28650.4
119	26190.45
120	27812.02
121	27992.51
122	27974.64
123	40290.83
124	32287.95
125	32344.24
126	31817.11
127	33013.27
128	33958.67
129	37665.46
130	35219.59
131	35964.58
132	37516.2
133	40288.76
134	40496.32
135	39305.78
136	38916.66
137	41470.03
138	41352.11
139	40547.88
140	40240.88
141	42039.15
142	41819.17
143	42839.58
144	43210.42
145	43677.09
146	43311.27
147	46683.78
148	43806.71
149	46391.66
150	47984.24
151	48604.07
152	45073.3
153	48102.06
154	50965.39
155	48204.58
156	47776.22
157	48432.48
158	49344.22
159	49640.9
160	53329.09
161	52674.58
162	51696.66
163	55927.12
164	52926.66
165	52150.79
166	52824.62
167	55410.87
168	51795.84
169	55351.21
170	53898.32
171	53769.49
172	55068.69
173	56829.63
174	54512.51
175	56700.85
176	59359.15
177	56193.75
178	58115.42
179	58207.03
180	56895.11
181	59377.82
182	55799.14
183	61299.15
184	62282.07
185	67072.6
186	63094.16
187	64235.79
188	62012.11
189	69157.1
190	66992.14
191	66341.17
192	64589.24
193	68539.52
194	69163.82
195	68463.37
196	68658.37
197	68501.63
198	71328.31
199	73894.52
200	73647.47
201	71276.69
202	68746.27
203	71722.5
204	71499.73
205	71019.53
206	74730.42
207	73027.97
208	73073.71
209	74562.06
210	73988.39
211	75431.67
212	72648.29
213	76045.4
214	76997.88
215	76401.62
216	79033.37
217	81222.08
218	82006.67
219	80634.15
220	84853.37
221	86293.75
222	83082.86
223	81887.86
224	89512.95
225	73094.63
226	74475.37
227	72712.42
228	70913.32
229	73576.68
230	79652.93
231	76324.57
232	78587.07
233	81524.25
234	85462.96
235	79879.18
236	84250.89
237	83714.23
238	83723.29
239	91583.29
240	95868.34
241	95585.84
242	97378.79
243	101569.58
244	103987.07
245	99079.59
246	101894.57
247	145698.73
248	120922.54
249	106926.18
250	103889.21
251	103781.29
252	107710.0
253	119044.17
254	108058.75
255	107105.82
256	132195.47
257	108940.03
258	114483.75
259	110011.59
260	118510.36
261	112420.01
262	111690.33
263	111542.12
264	114963.27
265	110977.48
266	112689.14
267	112337.55
268	115050.46
269	119865.82
270	118443.36
271	115282.18
272	120515.11
273	117589.62
274	112444.95
275	113922.57
276	121366.68
277	125994.94
278	122166.25
279	122480.83
280	121094.11
281	124763.73
282	119218.36
283	121590.55
284	123787.15
285	126956.31
286	123113.37
287	126177.93
288	124795.83
289	127624.97
290	126779.57
291	133948.73
292	127022.97
293	134500.37
294	135629.18
295	142247.14
296	132582.9
297	136276.68
298	136558.23
299	132900.78
300	137023.76
301	133708.29
302	131781.18
303	133891.7
304	136210.0
305	145350.44
306	138784.56
307	150620.86
308	137109.15
309	138830.0
310	140265.81
311	136965.9
312	151132.58
313	147411.29
314	149082.52
315	147122.07
316	143810.07
317	140206.73
318	148656.25
319	236567.42
320	196189.19
321	257172.02
322	196242.48
323	176637.45
324	171596.64
325	179229.96
326	156752.59
327	153325.34
328	148795.78
329	151988.7
330	148315.88
331	143302.06
332	153090.83
333	157158.0
334	153484.18
335	158143.69
336	163382.92
337	157786.32
338	164030.84
339	160341.18
340	166072.05
341	160214.6
342	165214.25
343	162028.34
344	161112.52
345	163450.84
346	166465.88
347	156862.09
348	174231.73
349	174397.54
350	177642.08
351	183700.05
352	175490.81
353	171795.85
354	181035.79
355	173259.56
356	171415.02
357	176195.03
358	174388.34
359	179557.92
360	184770.46
361	184027.9
362	184429.67
363	182524.21
364	176821.67
365	180241.21
366	177679.17
367	190863.37
368	193659.58
369	189528.78
370	189696.71
371	185808.67
372	188576.67
373	205370.11
374	202018.3
375	192066.26
376	183228.0
377	188683.72
378	185554.67
379	185125.88
380	196318.76
381	192089.14
382	191056.65
383	194742.59
384	189207.48
385	201524.6
386	189470.4
387	193419.09
388	191387.45
389	189179.58
390	202574.63
391	196232.53
392	188840.85
393	195430.83
394	196629.99
395	191110.34
396	206774.97
397	199177.07
398	194732.63
399	224563.33
400	205915.37
401	212882.4
402	225468.36
403	213135.82
404	215674.15
405	210574.99
406	206828.75
407	211230.43
408	195850.82
409	203960.77
410	198325.41
411	206356.28
412	205326.25
413	202891.25
414	211633.76
415	210133.76
416	207178.28
417	216116.73
418	212988.25
419	210080.41
420	216943.74
421	217314.11
422	212431.24
423	221513.33
424	224014.16
425	216360.01
426	225586.25
427	228674.6
428	217758.3
429	235432.87
430	227841.31
431	222381.24
432	224143.35
433	236321.65
434	228394.14
435	221862.1
436	234090.02
437	225736.28
438	229984.15
439	229756.24
440	235453.81
441	232583.34
442	227868.81
443	248535.85
444	236867.14
445	232360.76
446	242177.05
447	240014.2
448	233017.53
449	289335.8
450	304458.37
451	314501.21
452	283313.72
453	332325.85
454	321589.96
455	303052.95
456	321375.86
457	341527.07
458	323957.06
459	335262.05
460	331492.58
461	338294.61
462	349573.32
463	338605.42
464	335895.81
465	350697.46
466	373976.71
467	367040.49
468	364666.66
469	359172.1
470	358243.72
471	395718.21
472	386825.33
473	387295.43
474	378272.53
475	380810.0
476	401327.08
477	403126.68
478	417775.88
479	416302.88
480	393592.04
481	406052.09
482	408332.46
483	413351.3
484	426523.78
485	435935.37
486	441254.13
487	453003.74
488	445602.52
489	435882.49
490	428458.3
491	443198.8
492	452777.91
493	438641.28
494	474882.06
495	485057.13
496	466405.46
497	475642.53
498	470565.82
499	479804.6
500	511308.35
