32	675.1	645.9	587.5
64	895.7	754.2	666.6
128	420.9	479.2	454.1
256	641.6	958.3	225.1
512	1195.8	141.5	204.3
1024	1258.4	362.6	345.9
2048	4191.7	1471.0	1366.7
4096	6841.7	3687.5	2441.6
8192	11879.3	691.8	379.1
16384	18883.4	1145.8	1283.4
32768	39762.7	3562.6	1383.3
65536	122583.4	9458.3	1637.4
131072	200754.0	3454.2	4300.0
262144	363937.6	115679.1	7729.3
